num,time[s],data13,14.0,23.0,24.0,34.0,rate13,14.0,23.0,24.0,34.0,flux13,14.0,23.0,24.0,34.0,theta13,14.0,23.0,24.0,34.0,error1_eff,,,,,error2_theta,,,,,error3_stat,,,,,error4_pos_theta,,,,,error4_pos_stat,,,,,error5_overlap,,,,,error6_rcoin,,,,
1,14400.0,1066,12605.0,4771.0,5979.0,3155.0,0.07481034016400281,0.8761469386484821,0.3305445352178732,0.4138715935406786,0.2159244515069215,0.007051792866160742,0.0109340412357468,0.0060029302672481,0.0103976282365476,0.0020383496577481,73.96058760300967,33.95777858013269,46.76379754827169,54.92097769340294,16.44669972110319,0.018208925146569792,0.0134094430947064,0.0197902721672282,0.0129571039071009,0.0215378282997936,0.10970820144496758,0.0786045488890286,0.0699560322144919,0.1143971694453264,0.0692513076224726,0.030628194591584446,0.0089069409888389,0.0144775572746418,0.0129325963687729,0.0178032921331012,0.01310119140879187,0.001386871227914965,0.0067580572426579645,0.010544177761149846,0.014721110109849212,0.17315077642344284,0.0013588772555134185,0.018365958733277815,0.04366894600330123,0.013826217748466998,2.25140712945591e-05,0.0001713605712019,6.036470341647453e-05,0.0001043652784746,1.5213946117274167e-05,0.00450281425891182,0.0,0.0005030391951372,0.0004014049172102,0.0
