num,tate,,,,,yoko,,,,,sim_tate,,,,,tate_plus_error,,,,,tate_minus_error,,,,,yoko_plus_error,,,,,yoko_minus_error,,,,
0,10.497724363546324,80.05706246656892,55.19295239062138,39.93298508922242,107.48755562589466,73.96058760300967,33.95777858013269,46.76379754827169,54.92097769340294,16.44669972110319,10.608697899082271,80.13020252604167,55.063863896823754,39.80442309775247,105.93101663699228,1.8808268460615762,1.2895209440291548,1.3875752200628382,1.8883561960840316,2.5130679150935316,1.940418331499978,0.7117698956065781,1.7537048848249461,1.961480180460193,2.3718516512476717,0.01310119140879187,0.0013868712279149,0.0067580572426579,0.0105441777611498,0.0147211101098492,0.9689718148937488,0.047095066076690915,0.31603242071528526,0.5790965516153835,0.24211367753798618
